,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
14076,2020-04-06,Ecuador,3747,191,100,3456,101,11,0,Americas
14136,2020-04-06,Mexico,2439,125,633,1681,296,31,0,Americas
14182,2020-04-06,Spain,136675,13341,40437,82897,5029,700,2357,Europe
14218,2020-04-07,Argentina,1628,56,338,1234,74,8,13,Americas
14247,2020-04-07,Chile,5310,43,898,4369,301,6,170,Americas
14263,2020-04-07,Ecuador,3747,191,100,3456,0,0,0,Americas
14323,2020-04-07,Mexico,2785,141,633,2011,346,16,0,Americas
14369,2020-04-07,Spain,141942,14045,43208,84689,5267,704,2771,Europe
14405,2020-04-08,Argentina,1715,63,358,1294,87,7,20,Americas
14434,2020-04-08,Chile,5740,48,1115,4577,430,5,217,Americas
14450,2020-04-08,Ecuador,4450,242,140,4068,703,51,40,Americas
14510,2020-04-08,Mexico,3181,174,633,2374,396,33,0,Americas
14556,2020-04-08,Spain,148220,14792,48021,85407,6278,747,4813,Europe
14592,2020-04-09,Argentina,1795,72,365,1358,80,9,7,Americas
14621,2020-04-09,Chile,6166,57,1274,4835,426,9,159,Americas
14637,2020-04-09,Ecuador,4965,272,339,4354,515,30,199,Americas
14697,2020-04-09,Mexico,3441,194,633,2614,260,20,0,Americas
14743,2020-04-09,Spain,153222,15447,52165,85610,5002,655,4144,Europe
14779,2020-04-10,Argentina,1975,82,375,1518,180,10,10,Americas
14808,2020-04-10,Chile,6695,65,1571,5059,529,8,297,Americas
14824,2020-04-10,Ecuador,7161,297,368,6496,2196,25,29,Americas
14884,2020-04-10,Mexico,3844,233,633,2978,403,39,0,Americas
14930,2020-04-10,Spain,158273,16081,55668,86524,5051,634,3503,Europe
14966,2020-04-11,Argentina,1975,83,440,1452,0,1,65,Americas
14995,2020-04-11,Chile,7366,73,1864,5429,671,8,293,Americas
15011,2020-04-11,Ecuador,7257,315,411,6531,96,18,43,Americas
15071,2020-04-11,Mexico,4219,273,633,3313,375,40,0,Americas
15117,2020-04-11,Spain,163027,16606,59109,87312,4754,525,3441,Europe
15153,2020-04-12,Argentina,2142,90,468,1584,167,7,28,Americas
15182,2020-04-12,Chile,7652,80,2059,5513,286,7,195,Americas
15198,2020-04-12,Ecuador,7466,333,501,6632,209,18,90,Americas
15258,2020-04-12,Mexico,4661,296,1772,2593,442,23,1139,Americas
15304,2020-04-12,Spain,166831,17209,62391,87231,3804,603,3282,Europe
15340,2020-04-13,Argentina,2208,97,515,1596,66,7,47,Americas
15369,2020-04-13,Chile,7964,82,2367,5515,312,2,308,Americas
15385,2020-04-13,Ecuador,7529,355,597,6577,63,22,96,Americas
15445,2020-04-13,Mexico,5014,332,1843,2839,353,36,71,Americas
15491,2020-04-13,Spain,170099,17756,64727,87616,3268,547,2336,Europe
15527,2020-04-14,Argentina,2277,102,559,1616,69,5,44,Americas
15556,2020-04-14,Chile,8356,92,2646,5618,392,10,279,Americas
15572,2020-04-14,Ecuador,7603,369,696,6538,74,14,99,Americas
15632,2020-04-14,Mexico,5399,406,1964,3029,385,74,121,Americas
15678,2020-04-14,Spain,172541,18056,67504,86981,2442,300,2777,Europe
15714,2020-04-15,Argentina,2443,111,596,1736,166,9,37,Americas
15743,2020-04-15,Chile,8712,94,2937,5681,356,2,291,Americas
15759,2020-04-15,Ecuador,7858,388,780,6690,255,19,84,Americas
15819,2020-04-15,Mexico,5847,449,2125,3273,448,43,161,Americas
15865,2020-04-15,Spain,177644,18708,70853,88083,5103,652,3349,Europe
15901,2020-04-16,Argentina,2571,115,631,1825,128,4,35,Americas
15930,2020-04-16,Chile,9246,105,3299,5842,534,11,362,Americas
15946,2020-04-16,Ecuador,8225,403,838,6984,367,15,58,Americas
16006,2020-04-16,Mexico,6297,486,2125,3686,450,37,0,Americas
16052,2020-04-16,Spain,184948,19315,74797,90836,7304,607,3944,Europe
16088,2020-04-17,Argentina,2669,123,666,1880,98,8,35,Americas
16117,2020-04-17,Chile,9691,116,3621,5954,445,11,322,Americas
16133,2020-04-17,Ecuador,8450,421,838,7191,225,18,0,Americas
16193,2020-04-17,Mexico,6875,546,2125,4204,578,60,0,Americas
16239,2020-04-17,Spain,190839,20002,74797,96040,5891,687,0,Europe
16275,2020-04-18,Argentina,2758,129,685,1944,89,6,19,Americas
16304,2020-04-18,Chile,10598,126,4035,6437,907,10,414,Americas
16320,2020-04-18,Ecuador,9022,456,1008,7558,572,35,170,Americas
16380,2020-04-18,Mexico,7497,650,2125,4722,622,104,0,Americas
16426,2020-04-18,Spain,191726,20043,74797,96886,887,41,0,Europe
16462,2020-04-19,Argentina,2839,132,709,1998,81,3,24,Americas
16491,2020-04-19,Chile,10956,133,4338,6485,358,7,303,Americas
16507,2020-04-19,Ecuador,9468,474,1061,7933,446,18,53,Americas
16567,2020-04-19,Mexico,8261,686,2627,4948,764,36,502,Americas
16613,2020-04-19,Spain,198674,20453,77357,100864,6948,410,2560,Europe
16649,2020-04-20,Argentina,2941,136,737,2068,102,4,28,Americas
16678,2020-04-20,Chile,11375,139,4676,6560,419,6,338,Americas
16694,2020-04-20,Ecuador,10128,507,1150,8471,660,33,89,Americas
16754,2020-04-20,Mexico,8772,712,2627,5433,511,26,0,Americas
16800,2020-04-20,Spain,200210,20852,80587,98771,1536,399,3230,Europe
16836,2020-04-21,Argentina,3031,147,840,2044,90,11,103,Americas
16865,2020-04-21,Chile,11700,147,4969,6584,325,8,293,Americas
16881,2020-04-21,Ecuador,10398,520,1207,8671,270,13,57,Americas
16941,2020-04-21,Mexico,9501,857,2627,6017,729,145,0,Americas
16987,2020-04-21,Spain,204178,21282,82514,100382,3968,430,1927,Europe
17023,2020-04-22,Argentina,3144,152,872,2120,113,5,32,Americas
17052,2020-04-22,Chile,12164,160,5386,6618,464,13,417,Americas
17068,2020-04-22,Ecuador,10850,537,1262,9051,452,17,55,Americas
17128,2020-04-22,Mexico,10544,970,2627,6947,1043,113,0,Americas
17174,2020-04-22,Spain,208389,21717,85915,100757,4211,435,3401,Europe
17210,2020-04-23,Argentina,3435,165,919,2351,291,13,47,Americas
17239,2020-04-23,Chile,12680,168,5804,6708,516,8,418,Americas
17255,2020-04-23,Ecuador,11183,560,1328,9295,333,23,66,Americas
17315,2020-04-23,Mexico,11633,1069,2627,7937,1089,99,0,Americas
17361,2020-04-23,Spain,213024,22157,89250,101617,4635,440,3335,Europe
17397,2020-04-24,Argentina,3607,176,976,2455,172,11,57,Americas
17426,2020-04-24,Chile,13174,174,6327,6673,494,6,523,Americas
17442,2020-04-24,Ecuador,22719,576,1366,20777,11536,16,38,Americas
17502,2020-04-24,Mexico,12872,1221,2627,9024,1239,152,0,Americas
17548,2020-04-24,Spain,202990,22524,92355,88111,0,367,3105,Europe
17584,2020-04-25,Argentina,3780,185,1030,2565,173,9,54,Americas
17613,2020-04-25,Chile,14537,181,6746,7610,1363,7,419,Americas
17629,2020-04-25,Ecuador,22719,576,1366,20777,0,0,0,Americas
17689,2020-04-25,Mexico,13842,1305,7149,5388,970,84,4522,Americas
17735,2020-04-25,Spain,205905,22902,95708,87295,2915,378,3353,Europe
17771,2020-04-26,Argentina,3892,192,1107,2593,112,7,77,Americas
17800,2020-04-26,Chile,15010,189,7024,7797,473,8,278,Americas
17816,2020-04-26,Ecuador,22719,576,1366,20777,0,0,0,Americas
17876,2020-04-26,Mexico,14677,1351,8354,4972,835,46,1205,Americas
17922,2020-04-26,Spain,207634,23190,98372,86072,1729,288,2664,Europe
17958,2020-04-27,Argentina,4003,197,1140,2666,111,5,33,Americas
17987,2020-04-27,Chile,15492,198,7327,7967,482,9,303,Americas
18003,2020-04-27,Ecuador,23240,663,1557,21020,521,87,191,Americas
18063,2020-04-27,Mexico,15529,1434,9086,5009,852,83,732,Americas
18109,2020-04-27,Spain,209465,23521,100875,85069,1831,331,2503,Europe
18145,2020-04-28,Argentina,4127,207,1162,2758,124,10,22,Americas
18174,2020-04-28,Chile,16044,207,7710,8127,552,9,383,Americas
18190,2020-04-28,Ecuador,24258,871,1557,21830,1018,208,0,Americas
18250,2020-04-28,Mexico,16752,1569,11423,3760,1223,135,2337,Americas
18296,2020-04-28,Spain,210773,23822,102548,84403,1308,301,1673,Europe
18332,2020-04-29,Argentina,4285,214,1192,2879,158,7,30,Americas
18361,2020-04-29,Chile,16564,216,8057,8291,520,9,347,Americas
18377,2020-04-29,Ecuador,24675,883,1557,22235,417,12,0,Americas
18437,2020-04-29,Mexico,17799,1732,11423,4644,1047,163,0,Americas
18483,2020-04-29,Spain,212917,24275,108947,79695,2144,453,6399,Europe
18519,2020-04-30,Argentina,4428,218,1256,2954,143,4,64,Americas
18548,2020-04-30,Chile,17702,227,8580,8895,1138,11,523,Americas
18564,2020-04-30,Ecuador,24934,900,1558,22476,259,17,1,Americas
18624,2020-04-30,Mexico,19224,1859,11423,5942,1425,127,0,Americas
18670,2020-04-30,Spain,213435,24543,112050,76842,518,268,3103,Europe
18706,2020-05-01,Argentina,4532,225,1292,3015,104,7,36,Americas
18735,2020-05-01,Chile,18687,234,9018,9435,985,7,438,Americas
18751,2020-05-01,Ecuador,26336,1063,1913,23360,1402,163,355,Americas
18811,2020-05-01,Mexico,20739,1972,12377,6390,1515,113,954,Americas
18857,2020-05-01,Spain,215216,24543,112050,78623,1781,0,0,Europe
18893,2020-05-02,Argentina,4681,237,1320,3124,149,12,28,Americas
18922,2020-05-02,Chile,21213,247,9572,11394,2526,13,554,Americas
18938,2020-05-02,Ecuador,27464,1371,2132,23961,1128,308,219,Americas
18998,2020-05-02,Mexico,22088,2061,12377,7650,1349,89,0,Americas
19044,2020-05-02,Spain,216582,25100,117248,74234,1366,557,5198,Europe
19080,2020-05-03,Argentina,4783,246,1354,3183,102,9,34,Americas
19109,2020-05-03,Chile,22441,260,10041,12140,1228,13,469,Americas
19125,2020-05-03,Ecuador,29538,1564,3300,24674,2074,193,1168,Americas
19185,2020-05-03,Mexico,23471,2154,13447,7870,1383,93,1070,Americas
19231,2020-05-03,Spain,217466,25264,118902,73300,884,164,1654,Europe
19267,2020-05-04,Argentina,4887,260,1442,3185,104,14,88,Americas
19296,2020-05-04,Chile,23421,270,10415,12736,980,10,374,Americas
19312,2020-05-04,Ecuador,31881,1569,3433,26879,2343,5,133,Americas
19372,2020-05-04,Mexico,24905,2271,13447,9187,1434,117,0,Americas
19418,2020-05-04,Spain,218011,25428,121343,71240,545,164,2441,Europe
19454,2020-05-05,Argentina,5020,264,1472,3284,133,4,30,Americas
19483,2020-05-05,Chile,24794,275,10710,13809,1373,5,295,Americas
19499,2020-05-05,Ecuador,31881,1569,3433,26879,0,0,0,Americas
19559,2020-05-05,Mexico,26025,2507,16810,6708,1120,236,3363,Americas
19605,2020-05-05,Spain,219329,25613,123486,70230,1318,185,2143,Europe
19641,2020-05-06,Argentina,5208,273,1524,3411,188,9,52,Americas
19670,2020-05-06,Chile,25826,281,11189,14356,1032,6,479,Americas
19686,2020-05-06,Ecuador,31881,1618,3433,26830,0,49,0,Americas
19746,2020-05-06,Mexico,27634,2704,17781,7149,1609,197,971,Americas
19792,2020-05-06,Spain,220325,25857,126002,68466,996,244,2516,Europe
19828,2020-05-07,Argentina,5371,282,1601,3488,163,9,77,Americas
19857,2020-05-07,Chile,27359,285,11664,15410,1533,4,475,Americas
19873,2020-05-07,Ecuador,30298,1654,3433,25211,0,36,0,Americas
19933,2020-05-07,Mexico,29616,2961,17781,8874,1982,257,0,Americas
19979,2020-05-07,Spain,221447,26070,128511,66866,1122,213,2509,Europe
20015,2020-05-08,Argentina,5611,293,1659,3659,240,11,58,Americas
20044,2020-05-08,Chile,28750,294,12160,16296,1391,9,496,Americas
20060,2020-05-08,Ecuador,28818,1704,3433,23681,0,50,0,Americas
20120,2020-05-08,Mexico,31522,3160,20314,8048,1906,199,2533,Americas
20166,2020-05-08,Spain,222857,26299,131148,65410,1410,229,2637,Europe
20202,2020-05-09,Argentina,5776,300,1728,3748,165,7,69,Americas
20231,2020-05-09,Chile,32208,304,12667,19237,3458,10,507,Americas
20247,2020-05-09,Ecuador,29071,1717,3433,23921,253,13,0,Americas
20307,2020-05-09,Mexico,33460,3353,21824,8283,1938,193,1510,Americas
20353,2020-05-09,Spain,223578,26478,133952,63148,721,179,2804,Europe
20389,2020-05-10,Argentina,6034,305,1757,3972,258,5,29,Americas
20418,2020-05-10,Chile,33855,312,13112,20431,1647,8,445,Americas
20434,2020-05-10,Ecuador,29559,2127,3433,23999,488,410,0,Americas
20494,2020-05-10,Mexico,35022,3465,21824,9733,1562,112,0,Americas
20540,2020-05-10,Spain,224350,26621,136166,61563,772,143,2214,Europe
20576,2020-05-11,Argentina,6278,314,1837,4127,244,9,80,Americas
20605,2020-05-11,Chile,35052,323,13605,21124,1197,11,493,Americas
20621,2020-05-11,Ecuador,29509,2145,3433,23931,0,18,0,Americas
20681,2020-05-11,Mexico,36327,3573,23100,9654,1305,108,1276,Americas
20727,2020-05-11,Spain,227436,26744,137139,63553,3086,123,973,Europe
20763,2020-05-12,Argentina,6563,319,1862,4382,285,5,25,Americas
20792,2020-05-12,Chile,36710,335,14125,22250,1658,12,520,Americas
20808,2020-05-12,Ecuador,30419,2327,3433,24659,910,182,0,Americas
20868,2020-05-12,Mexico,38324,3926,25935,8463,1997,353,2835,Americas
20914,2020-05-12,Spain,228030,26920,138980,62130,594,176,1841,Europe
20950,2020-05-13,Argentina,6879,329,2266,4284,316,10,404,Americas
20979,2020-05-13,Chile,39370,346,14865,24159,2660,11,740,Americas
20995,2020-05-13,Ecuador,30486,2334,3433,24719,67,7,0,Americas
21055,2020-05-13,Mexico,40186,4220,26990,8976,1862,294,1055,Americas
21101,2020-05-13,Spain,228691,27104,140823,60764,661,184,1843,Europe
21137,2020-05-14,Argentina,7134,353,2385,4396,255,24,119,Americas
21166,2020-05-14,Chile,42029,368,15655,26006,2659,22,790,Americas
21182,2020-05-14,Ecuador,30502,2338,3433,24731,16,4,0,Americas
21242,2020-05-14,Mexico,42595,4477,28475,9643,2409,257,1485,Americas
21288,2020-05-14,Spain,229540,27321,143374,58845,849,217,2551,Europe
21324,2020-05-15,Argentina,7479,356,2497,4626,345,3,112,Americas
21353,2020-05-15,Chile,44531,394,16614,27523,2502,26,959,Americas
21369,2020-05-15,Ecuador,31467,2594,3433,25440,965,256,0,Americas
21429,2020-05-15,Mexico,45032,4767,30451,9814,2437,290,1976,Americas
21475,2020-05-15,Spain,230183,27459,144783,57941,643,138,1409,Europe
21511,2020-05-16,Argentina,7805,363,2534,4908,326,7,37,Americas
21540,2020-05-16,Chile,50016,421,18014,31581,5485,27,1400,Americas
21556,2020-05-16,Ecuador,32763,2688,3433,26642,1296,94,0,Americas
21616,2020-05-16,Mexico,47144,5045,31848,10251,2112,278,1397,Americas
21662,2020-05-16,Spain,230698,27563,146446,56689,515,104,1663,Europe
21698,2020-05-17,Argentina,8068,373,2569,5126,263,10,35,Americas
21727,2020-05-17,Chile,52369,450,19213,32706,2353,29,1199,Americas
21743,2020-05-17,Ecuador,33182,2736,3433,27013,419,48,0,Americas
21803,2020-05-17,Mexico,49219,5177,33329,10713,2075,132,1481,Americas
21849,2020-05-17,Spain,230698,27563,146446,56689,0,0,0,Europe
21885,2020-05-18,Argentina,8371,382,2625,5364,303,9,56,Americas
21914,2020-05-18,Chile,54647,478,20165,34004,2278,28,952,Americas
21930,2020-05-18,Ecuador,33582,2799,3433,27350,400,63,0,Americas
21990,2020-05-18,Mexico,51633,5332,35388,10913,2414,155,2059,Americas
22036,2020-05-18,Spain,231606,27709,150376,53521,908,146,3930,Europe
22072,2020-05-19,Argentina,8809,393,2872,5544,438,11,247,Americas
22101,2020-05-19,Chile,58167,509,21507,36151,3520,31,1342,Americas
22117,2020-05-19,Ecuador,34151,2839,3457,27855,569,40,24,Americas
22177,2020-05-19,Mexico,54346,5666,37325,11355,2713,334,1937,Americas
22223,2020-05-19,Spain,232037,27778,150376,53883,431,69,0,Europe
22259,2020-05-20,Argentina,9283,403,2933,5947,474,10,61,Americas
22288,2020-05-20,Chile,62205,544,22504,39157,4038,35,997,Americas
22304,2020-05-20,Ecuador,34854,2888,3557,28409,703,49,100,Americas
22364,2020-05-20,Mexico,56594,6090,38419,12085,2248,424,1094,Americas
22410,2020-05-20,Spain,232555,27888,150376,54291,518,110,0,Europe
22446,2020-05-21,Argentina,9931,416,3032,6483,648,13,99,Americas
22475,2020-05-21,Chile,66169,589,23992,41588,3964,45,1488,Americas
22491,2020-05-21,Ecuador,35306,2939,3557,28810,452,51,0,Americas
22551,2020-05-21,Mexico,59567,6510,40152,12905,2973,420,1733,Americas
22597,2020-05-21,Spain,233037,27940,150376,54721,482,52,0,Europe
22633,2020-05-22,Argentina,10649,433,3062,7154,718,17,30,Americas
22662,2020-05-22,Chile,70445,630,25342,44473,4276,41,1350,Americas
22678,2020-05-22,Ecuador,35828,3056,3557,29215,522,117,0,Americas
22738,2020-05-22,Mexico,62527,6989,42191,13347,2960,479,2039,Americas
22784,2020-05-22,Spain,234824,28628,150376,55820,1787,688,0,Europe
22820,2020-05-23,Argentina,11353,445,3530,7378,704,12,468,Americas
22849,2020-05-23,Chile,80287,673,26546,53068,9842,43,1204,Americas
22865,2020-05-23,Ecuador,36258,3096,3557,29605,430,40,0,Americas
22925,2020-05-23,Mexico,65856,7179,44424,14253,3329,190,2233,Americas
22971,2020-05-23,Spain,235290,28678,150376,56236,466,50,0,Europe
23007,2020-05-24,Argentina,12076,452,3732,7892,723,7,202,Americas
23036,2020-05-24,Chile,83996,718,28148,55130,3709,45,1602,Americas
23052,2020-05-24,Ecuador,36756,3108,3560,30088,498,12,3,Americas
23112,2020-05-24,Mexico,68620,7394,46979,14247,2764,215,2555,Americas
23158,2020-05-24,Spain,235772,28752,150376,56644,482,74,0,Europe
23194,2020-05-25,Argentina,12628,467,3999,8162,552,15,267,Americas
23223,2020-05-25,Chile,88891,761,29302,58828,4895,43,1154,Americas
23239,2020-05-25,Ecuador,37355,3203,18003,16149,599,95,14443,Americas
23299,2020-05-25,Mexico,71105,7633,49452,14020,2485,239,2473,Americas
23345,2020-05-25,Spain,235400,26834,150376,58190,0,-1918,0,Europe
23381,2020-05-26,Argentina,13228,484,4167,8577,600,17,168,Americas
23410,2020-05-26,Chile,92855,806,30915,61134,3964,45,1613,Americas
23426,2020-05-26,Ecuador,37355,3203,18003,16149,0,0,0,Americas
23486,2020-05-26,Mexico,74560,8134,51708,14718,3455,501,2256,Americas
23532,2020-05-26,Spain,236259,27117,150376,58766,859,283,0,Europe
23568,2020-05-27,Argentina,13933,500,4349,9084,705,16,182,Americas
23597,2020-05-27,Chile,97183,841,33540,62802,4328,35,2625,Americas
23613,2020-05-27,Ecuador,38103,3275,18425,16403,748,72,422,Americas
23673,2020-05-27,Mexico,78023,8597,53834,15592,3463,463,2126,Americas
23719,2020-05-27,Spain,236259,27117,150376,58766,0,0,0,Europe
23755,2020-05-28,Argentina,14702,508,4617,9577,769,8,268,Americas
23784,2020-05-28,Chile,101837,890,36115,64832,4654,49,2575,Americas
23800,2020-05-28,Ecuador,38471,3313,18425,16733,368,38,0,Americas
23860,2020-05-28,Mexico,81400,9044,56041,16315,3377,447,2207,Americas
23906,2020-05-28,Spain,237906,27119,150376,60411,1647,2,0,Europe
23942,2020-05-29,Argentina,15419,520,4788,10111,717,12,171,Americas
23971,2020-05-29,Chile,105532,944,38598,65990,3695,54,2483,Americas
23987,2020-05-29,Ecuador,38571,3334,19190,16047,100,21,765,Americas
24047,2020-05-29,Mexico,84627,9415,59003,16209,3227,371,2962,Americas
24093,2020-05-29,Spain,238564,27121,150376,61067,658,2,0,Europe
24129,2020-05-30,Argentina,16214,528,4788,10898,795,8,0,Americas
24158,2020-05-30,Chile,118720,997,40431,77292,13188,53,1833,Americas
24174,2020-05-30,Ecuador,38571,3334,19190,16047,0,0,0,Americas
24234,2020-05-30,Mexico,87512,9779,61247,16486,2885,364,2244,Americas
24280,2020-05-30,Spain,239228,27125,150376,61727,664,4,0,Europe
24316,2020-05-31,Argentina,16851,539,5336,10976,637,11,548,Americas
24345,2020-05-31,Chile,123550,1054,42727,79769,4830,57,2296,Americas
24361,2020-05-31,Ecuador,39098,3358,19592,16148,527,24,402,Americas
24421,2020-05-31,Mexico,90664,9930,63772,16962,3152,151,2525,Americas
24467,2020-05-31,Spain,239479,27127,150376,61976,251,2,0,Europe
24503,2020-06-01,Argentina,17415,556,5521,11338,564,17,185,Americas
24532,2020-06-01,Chile,129020,1113,44946,82961,5470,59,2219,Americas
24548,2020-06-01,Ecuador,39098,3358,19592,16148,0,0,0,Americas
24608,2020-06-01,Mexico,93435,10167,66965,16303,2771,237,3193,Americas
24654,2020-06-01,Spain,239638,27127,150376,62135,159,0,0,Europe
24690,2020-06-02,Argentina,18319,569,5709,12041,904,13,188,Americas
24719,2020-06-02,Chile,132548,1188,86173,45187,3528,75,41227,Americas
24735,2020-06-02,Ecuador,40414,3438,20019,16957,1316,80,427,Americas
24795,2020-06-02,Mexico,97326,10637,69749,16940,3891,470,2784,Americas
24841,2020-06-02,Spain,239932,27127,150376,62429,294,0,0,Europe
24877,2020-06-03,Argentina,19268,583,5896,12789,949,14,187,Americas
